2024-12-29 16:27:40.469943 [DEBUG] CPU: 52.10%, MEM: 54.10%, REQ: 216, ERR: 0.005
2024-12-30 00:31:40.469943 [INFO] CPU: 43.92%, MEM: 64.36%, REQ: 206, ERR: 0.001
2024-12-30 00:32:40.469943 [INFO] CPU: 70.15%, MEM: 75.49%, REQ: 192, ERR: 0.004
2024-12-30 00:33:40.469943 [INFO] CPU: 53.48%, MEM: 61.04%, REQ: 207, ERR: 0.011
2024-12-30 00:34:40.469943 [INFO] CPU: 55.06%, MEM: 77.37%, REQ: 211, ERR: 0.005
2024-12-30 00:35:40.469943 [DEBUG] CPU: 63.63%, MEM: 79.69%, REQ: 263, ERR: 0.004
2024-12-30 00:36:40.469943 [WARNING] CPU: 52.43%, MEM: 35.01%, REQ: 211, ERR: 0.007
2024-12-30 00:37:40.469943 [DEBUG] CPU: 69.23%, MEM: 50.70%, REQ: 166, ERR: 0.008
2024-12-30 00:38:40.469943 [INFO] CPU: 30.25%, MEM: 69.01%, REQ: 159, ERR: 0.010
2024-12-30 00:39:40.469943 [WARNING] CPU: 29.22%, MEM: 56.16%, REQ: 233, ERR: 0.012
2024-12-30 00:40:40.469943 [INFO] CPU: 41.37%, MEM: 59.63%, REQ: 200, ERR: 0.012
2024-12-30 00:41:40.469943 [INFO] CPU: 36.33%, MEM: 67.11%, REQ: 146, ERR: 0.007
2024-12-30 00:42:40.469943 [WARNING] CPU: 45.12%, MEM: 67.60%, REQ: 200, ERR: 0.003
2024-12-30 00:43:40.469943 [INFO] CPU: 40.15%, MEM: 62.38%, REQ: 198, ERR: 0.007
2024-12-30 00:44:40.469943 [WARNING] CPU: 45.19%, MEM: 68.35%, REQ: 190, ERR: 0.010
2024-12-30 00:45:40.469943 [DEBUG] CPU: 71.70%, MEM: 42.92%, REQ: 163, ERR: 0.014
2024-12-30 00:46:40.469943 [INFO] CPU: 43.21%, MEM: 56.18%, REQ: 184, ERR: 0.009
